TicketNo,First Name,Last Name,HomePlanet,Cabin,Destination,BodyState,Age,VIP,RoomService,FoodCourt,Mall,Spa,VR Deck,Transported
2075-1,Janne,Yatters,Earth,Gamma-0403-R,Kepler 442b,Normal,30,NO,2673,0,0,247.5,3395.7,FALSE
2076-1,Varz,Hast,55-Cancri e,Gamma-0404-R,Kepler 186f,Cryostasis,57,NO,0,0,0,0,0,*System Error*
2077-1,Jeroy,Castron,Earth,Gamma-0405-R,Kepler 186f,Normal,37,NO,0,0,425.7,9.9,8712,*System Error*
2078-1,Crios,Biane,55-Cancri e,Gamma-0406-R,Kepler 186f,Cryostasis,72,NO,0,0,0,0,0,*System Error*
2079-1,Evenna,Pierry,Earth,Kappa-0331-R,Kepler 442b,Normal,24,NO,2376,19542.6,0,0,1504.8,*System Error*
2079-2,Verney,Pierry,Earth,Gamma-0407-R,Kepler 186f,Normal,47,NO,2554.2,564.3,0,0,6474.6,*System Error*
2079-3,Phia,Pierry,Earth,Gamma-0407-R,Kepler 186f,Normal,18,NO,316.8,89.1,0,0,13939.2,*System Error*
2080-1,Henryn,Joycerton,Earth,Kappa-0335-L,Kepler 186f,Normal,47,NO,4257,0,3366,514.8,603.9,FALSE
2081-1,Brie,Moodsey,Earth,Gamma-0412-L,Kepler 452b,Normal,19,NO,79.2,9018.9,0,0,0,TRUE
2082-1,Carlie,Kirks,Earth,Kappa-0336-L,Kepler 186f,Normal,22,NO,0,0,39.6,346.5,7613.1,FALSE
2083-1,Wen,Gibbsonton,Earth,Gamma-0408-R,Kepler 186f,Normal,26,NO,1197.9,198,0,673.2,5009.4,FALSE
2084-1,Aston,Boltund,Trapist 1e,Beta-0017-L,Kepler 186f,Normal,42,NO,188.1,99,9.9,47114.1,59469.3,FALSE
2084-2,Dyonon,Boltund,Trapist 1e,Beta-0017-L,Kepler 186f,Cryostasis,2,NO,0,0,0,0,0,TRUE
2085-1,Algedia,Unaasor,Trapist 1e,Epsilon-0073-L,Kepler 186f,Normal,39,NO,0,5841,26136,61399.8,980.1,FALSE
2086-1,Marf,Wasterivel,Trapist 1e,Beta-0027-R,Kepler 186f,Normal,66,NO,504.9,44064.9,0,198,3930.3,TRUE
2086-2,Aldera,Wasterivel,Trapist 1e,Beta-0027-R,Kepler 186f,Normal,21,NO,0,13285.8,0,1504.8,5504.4,TRUE
2087-1,Olliey,Brownings,Earth,Gamma-0409-R,Kepler 186f,Normal,55,NO,0,0,8632.8,0,9.9,TRUE
2088-1,Eriey,Weaves,Earth,Gamma-0410-R,Kepler 442b,Normal,39,NO,0,7098.3,0,0,0,FALSE
2088-2,Len,Weaves,Earth,Kappa-0332-R,Kepler 186f,Normal,41,NO,504.9,0,9.9,3643.2,5039.1,TRUE
2089-1,Sonard,Sterreray,Earth,Gamma-0413-L,Kepler 452b,Normal,23,NO,0,19.8,1316.7,0,5435.1,FALSE
2090-1,Dia,Watkinsley,Earth,Gamma-0414-L,Kepler 186f,Normal,23,NO,79.2,0,7929.9,0,118.8,TRUE
2091-1,Arlie,Woodwinez,Earth,Gamma-0415-L,Kepler 186f,Normal,35,NO,3524.4,0,0,2425.5,0,FALSE
2092-1,Muffs,Blan,55-Cancri e,Alfa-0071-R,Kepler 186f,Normal,19,NO,287.1,0,22918.5,0,9.9,TRUE
2092-2,Wins,Stpie,55-Cancri e,Zeta-0154-R,Kepler 186f,Normal,45,NO,5405.4,0,405.9,7029,0,FALSE
2092-3,Cray,Stpie,55-Cancri e,,Kepler 186f,Normal,14,,66587.4,0,15889.5,12533.4,0,FALSE
2092-4,,,55-Cancri e,Gamma-0411-R,Kepler 186f,Normal,28,NO,17334.9,0,0,0,0,FALSE
2092-5,Jur,Stpie,55-Cancri e,Alfa-0071-R,Kepler 186f,Normal,24,NO,22770,0,217.8,2534.4,0,FALSE
2093-1,Ronna,Meadoney,Earth,Kappa-0337-L,Kepler 186f,Normal,15,NO,4207.5,0,2920.5,0,495,*System Error*
2094-1,Lles,Buncy,55-Cancri e,Gamma-0416-L,Kepler 186f,Cryostasis,22,NO,0,0,0,0,0,TRUE
2095-1,Mabley,Gallencis,Earth,Gamma-0412-R,Kepler 452b,Normal,27,NO,0,108.9,0,128.7,13305.6,FALSE
2096-1,Milly,Kit??,55-Cancri e,Gamma-0413-R,Kepler 186f,Normal,31,NO,2138.4,99,6048.9,5880.6,0,FALSE
2096-2,Weaffs,Kinie,55-Cancri e,Gamma-0413-R,Kepler 186f,Normal,51,NO,16077.6,0,673.2,0,0,FALSE
2097-1,Tetra,Roftfuling,Trapist 1e,Delta-0087-R,Kepler 442b,Cryostasis,30,NO,0,0,0,0,0,TRUE
2098-1,Blance,Monroellynn,,Kappa-0333-R,Kepler 186f,Normal,14,NO,504.9,0,0,0,0,*System Error*
2099-1,Cupers,Boste,55-Cancri e,Alfa-0072-R,,Normal,46,NO,99,10840.5,14592.6,0,0,TRUE
2100-1,Garyan,Briggins,Earth,Gamma-0414-R,Kepler 452b,Normal,47,NO,0,0,7266.6,29.7,49.5,TRUE
2101-1,Hellia,Carley,Earth,Kappa-0338-L,Kepler 442b,Cryostasis,45,NO,0,0,0,0,0,*System Error*
2101-2,Yolas,Carley,Earth,Gamma-0417-L,Kepler 186f,Normal,17,NO,0,9296.1,99,0,0,*System Error*
2102-1,Giedia,Seadler,Trapist 1e,Epsilon-0080-R,Kepler 186f,Normal,32,NO,623.7,92208.6,2465.1,25977.6,44926.2,FALSE
2103-1,Ren,Yatters,Earth,Kappa-0334-R,Kepler 186f,Normal,34,NO,0,1247.4,6850.8,0,10444.5,*System Error*
2104-1,Sonard,Bootez,Earth,Gamma-0415-R,Kepler 186f,Normal,30,NO,7682.4,0,39.6,0,227.7,FALSE
2104-2,Brinez,Bootez,Earth,,Kepler 186f,Normal,28,NO,0,0,0,0,0,FALSE
2105-1,Benda,Loway,Earth,Kappa-0336-R,Kepler 442b,Cryostasis,18,NO,0,0,0,0,0,FALSE
2106-1,Bertle,Calhounez,Earth,Kappa-0337-R,Kepler 442b,Normal,22,NO,9.9,0,0,48767.4,9.9,FALSE
2107-1,Sylvin,Haynardy,Earth,Kappa-0339-L,Kepler 186f,Normal,35,NO,2326.5,19.8,9.9,6435,0,FALSE
2108-1,Izarino,Goortedant,Trapist 1e,Epsilon-0074-L,Kepler 442b,Normal,27,NO,3950.1,56647.8,0,386.1,31234.5,*System Error*
2108-2,Tabdhib,Goortedant,Trapist 1e,Epsilon-0074-L,Kepler 186f,Normal,44,NO,0,12978.9,0,623.7,9444.6,*System Error*
2109-1,Heila,Hestes,Earth,Kappa-0338-R,Kepler 186f,Cryostasis,45,NO,0,0,0,0,0,*System Error*
2110-1,Ernice,Joynewtonks,Earth,Kappa-0340-L,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,FALSE
2111-1,Beals,Blan,55-Cancri e,Gamma-0418-L,Kepler 186f,Normal,26,NO,5940,5870.7,13899.6,0,9.9,FALSE
2112-1,Latsts,Perty,55-Cancri e,Gamma-0419-L,Kepler 186f,Normal,30,NO,8514,3019.5,178.2,14008.5,0,FALSE
2113-1,Julin,Rothewson,Earth,,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,*System Error*
2114-1,Gollux,Folhal,Trapist 1e,Delta-0088-R,Kepler 442b,Cryostasis,42,NO,0,0,0,0,0,TRUE
2115-1,Schird,Oinded,Trapist 1e,Alfa-0073-R,Kepler 186f,Cryostasis,28,NO,0,0,0,0,0,TRUE
2116-1,Dellie,Waderoachez,Earth,Kappa-0340-R,Kepler 186f,Cryostasis,36,NO,0,0,0,0,0,FALSE
2117-1,Azet,Rocketedy,Trapist 1e,,Kepler 186f,Normal,33,NO,0,86308.2,0,129056.4,2643.3,FALSE
2118-1,Kene,Macdonadows,Earth,Kappa-0341-L,Kepler 452b,Cryostasis,28,NO,0,0,0,0,0,FALSE
2119-1,Etha,Masquez,Earth,Kappa-0341-R,Kepler 186f,Normal,37,NO,3405.6,5247,0,9.9,89.1,*System Error*
2119-2,Fanna,Masquez,Earth,Kappa-0341-R,Kepler 186f,Cryostasis,37,NO,0,0,0,0,0,*System Error*
2120-1,Prah,Bla,55-Cancri e,Alfa-0074-R,Kepler 186f,Normal,51,NO,0,0,10474.2,0,0,TRUE
2121-1,Timyra,Peterstarks,Earth,Kappa-0342-L,Kepler 186f,Cryostasis,24,NO,0,0,0,0,0,FALSE
2122-1,Mollen,Wolfaddox,Earth,Zeta-0155-R,Kepler 452b,Normal,26,NO,0,6118.2,0,0,0,*System Error*
2123-1,Dianya,Johnsondez,Earth,Kappa-0343-L,Kepler 452b,Cryostasis,25,NO,0,0,0,0,0,FALSE
2123-2,France,Johnsondez,Earth,Kappa-0343-L,Kepler 452b,Cryostasis,16,NO,0,0,0,0,0,TRUE
2124-1,Ine,Litthews,Earth,Kappa-0342-R,Kepler 442b,Normal,22,NO,7623,0,0,396,0,FALSE
2125-1,Stenny,Pagedy,Earth,Kappa-0344-L,Kepler 186f,Normal,20,NO,0,9.9,0,792,8177.4,FALSE
2126-1,Natha,Ricews,Earth,Gamma-0416-R,Kepler 186f,Normal,1,NO,7098.3,0,0,0,0,FALSE
2127-1,Dorice,Bailes,Earth,Gamma-0420-L,Kepler 186f,Normal,21,NO,7137.9,613.8,69.3,0,0,TRUE
2128-1,Artis,Sancockett,Earth,Kappa-0345-L,Kepler 186f,Normal,24,NO,6177.6,0,0,0,1831.5,FALSE
2129-1,Rice,Camerrison,Earth,Gamma-0421-L,Kepler 186f,Normal,19,NO,7286.4,0,19.8,198,0,FALSE
2130-1,Marine,Oneiles,Earth,Gamma-0422-L,Kepler 452b,Normal,15,NO,0,19.8,4752,99,1742.4,FALSE
2131-1,Terrie,Mayder,Earth,Zeta-0129-L,Kepler 186f,Normal,27,NO,0,0,0,900.9,8910,FALSE
2132-1,Johna,Wartyson,Earth,Kappa-0343-R,Kepler 452b,Cryostasis,20,NO,0,0,0,0,0,*System Error*
2133-1,Caish,Chrie,55-Cancri e,Alfa-0075-R,Kepler 186f,Normal,2,NO,10434.6,0,425.7,841.5,0,FALSE
2133-2,Elfs,Chrie,55-Cancri e,Gamma-0417-R,Kepler 186f,Cryostasis,17,NO,0,0,0,0,0,TRUE
2134-1,Mes,Pimne,55-Cancri e,Gamma-0423-L,Kepler 186f,Normal,21,NO,11345.4,0,0,0,29.7,FALSE
2135-1,Tin,Monroellynn,Earth,Zeta-0130-L,Kepler 186f,Normal,22,NO,742.5,0,0,15295.5,0,FALSE
2135-2,Aaron,Monroellynn,Earth,Zeta-0130-L,Kepler 186f,,25,NO,4217.4,0,3583.8,0,0,FALSE
2136-1,Sallie,Waltonnedy,Earth,Kappa-0344-R,Kepler 186f,Normal,63,NO,19.8,0,168.3,8593.2,277.2,FALSE
2137-1,Lopedo,Ruit??,55-Cancri e,Gamma-0424-L,Kepler 186f,Cryostasis,28,NO,0,0,0,0,0,TRUE
2137-2,Stoate,Queke,55-Cancri e,Gamma-0424-L,Kepler 442b,Normal,5,NO,0,0,0,0,0,TRUE
2137-3,Slig,Queke,55-Cancri e,Gamma-0424-L,Kepler 442b,Normal,5,NO,0,0,0,0,0,TRUE
2138-1,Colly,Powery,Earth,Kappa-0345-R,Kepler 442b,Cryostasis,14,,0,0,0,0,0,TRUE
2139-1,Gibil,Razo,55-Cancri e,Gamma-0418-R,Kepler 186f,Cryostasis,21,NO,0,0,0,0,0,TRUE
2140-1,Andra,Drakeekss,Earth,Gamma-0425-L,Kepler 186f,Normal,19,NO,0,0,6910.2,0,0,TRUE
2141-1,Annaha,Rivanseney,Earth,Zeta-0131-L,Kepler 442b,Normal,68,NO,0,0,15939,0,0,TRUE
2142-1,Tostex,Pri,55-Cancri e,Gamma-0419-R,Kepler 186f,Cryostasis,40,,0,0,0,0,0,TRUE
2143-1,Justie,Miltongson,Earth,Gamma-0420-R,Kepler 186f,Normal,22,NO,0,14186.7,0,12216.6,0,FALSE
2143-2,Thel,Miltongson,Earth,Kappa-0346-R,Kepler 186f,Cryostasis,9,NO,0,0,0,0,0,FALSE
2144-1,Helley,Philliames,Earth,,Kepler 186f,Cryostasis,58,NO,0,0,0,0,0,FALSE
2145-1,Karene,Pecketton,Earth,Gamma-0426-L,Kepler 186f,Normal,16,NO,0,9414.9,1267.2,0,0,FALSE
2146-1,Atrino,Persoffly,Trapist 1e,Delta-0063-L,Kepler 186f,Normal,39,NO,2079,45718.2,0,168.3,4870.8,*System Error*
2146-2,Hassias,Persoffly,Trapist 1e,Delta-0063-L,Kepler 442b,Cryostasis,33,NO,0,0,0,0,0,*System Error*
2147-1,Chon,Ban,55-Cancri e,Zeta-0156-R,Kepler 186f,Normal,1,NO,11345.4,0,465.3,0,1039.5,TRUE
2148-1,Ellana,Grahangory,Earth,Gamma-0421-R,Kepler 186f,Normal,15,NO,5732.1,2237.4,603.9,9.9,69.3,FALSE
2149-1,Altares,Persed,Trapist 1e,Delta-0090-R,Kepler 186f,Cryostasis,20,NO,0,0,0,0,0,TRUE
2150-1,Walley,Prickmantes,Earth,Kappa-0347-L,Kepler 452b,Cryostasis,39,NO,0,0,0,0,0,FALSE
2151-1,Brina,Ballocks,Earth,Kappa-0347-R,Kepler 186f,Cryostasis,40,NO,0,0,0,0,0,*System Error*
2152-1,Eulah,Bakericks,Earth,Gamma-0427-L,Kepler 186f,Normal,47,NO,21166.2,0,0,6524.1,0,FALSE
2153-1,Alvia,Daviddley,Earth,Kappa-0348-L,Kepler 186f,Cryostasis,23,NO,0,0,0,0,0,FALSE
2154-1,Regana,Barles,Earth,Kappa-0349-L,Kepler 186f,Normal,20,NO,772.2,0,0,5445,0,FALSE
2155-1,Rice,Ryanga,Earth,Gamma-0428-L,Kepler 186f,Normal,37,NO,0,4405.5,4464.9,29.7,0,*System Error*
2156-1,Troya,Cofferson,Earth,Gamma-0422-R,Kepler 186f,Normal,51,NO,6444.9,247.5,0,8405.1,19.8,FALSE
2157-1,Min,Daughessey,Earth,Gamma-0423-R,Kepler 186f,Normal,27,NO,0,0,0,0,8632.8,*System Error*
2158-1,Joyn,Moraleney,Earth,Gamma-0424-R,Kepler 186f,Normal,23,NO,0,8118,0,445.5,0,TRUE
2159-1,Hencey,Casez,Earth,Gamma-0425-R,Kepler 186f,Normal,19,NO,0,3979.8,20067.3,0,0,TRUE
2160-1,Meal,Anate,55-Cancri e,,Kepler 186f,Normal,27,NO,17572.5,0,277.2,0,7880.4,*System Error*
2160-2,Alex,Anate,55-Cancri e,Gamma-0429-L,Kepler 442b,Cryostasis,,NO,0,0,0,0,0,*System Error*
2160-3,Mark,Anate,55-Cancri e,Gamma-0429-L,Kepler 186f,Cryostasis,10,NO,0,0,0,0,0,*System Error*
2161-1,Poselk,Sidie,55-Cancri e,Gamma-0430-L,Kepler 186f,Cryostasis,44,NO,0,0,0,0,0,TRUE
2162-1,Ral,Graie,55-Cancri e,Gamma-0426-R,Kepler 452b,Cryostasis,28,NO,0,0,0,0,0,TRUE
2162-2,Hoces,Graie,55-Cancri e,Gamma-0426-R,Kepler 186f,Normal,,NO,0,0,0,0,0,TRUE
2163-1,Adrianne,Mosepherry,Earth,Kappa-0350-L,Kepler 186f,Normal,29,NO,0,0,59.4,7375.5,217.8,FALSE
2164-1,Coxaton,Queldry,Trapist 1e,Delta-0064-L,Kepler 186f,Cryostasis,23,,0,0,0,0,0,TRUE
2165-1,Clarry,Casez,Earth,Gamma-0427-R,Kepler 186f,Normal,45,,0,732.6,0,0,0,*System Error*
2166-1,Verly,Braymon,Earth,Gamma-0431-L,Kepler 186f,Normal,21,NO,1504.8,7623,0,0,257.4,*System Error*
2167-1,Weney,Mckinn,Earth,Gamma-0432-L,Kepler 452b,Normal,21,NO,376.2,2178,4900.5,0,0,FALSE
2168-1,Fow,Lacke,55-Cancri e,Gamma-0428-R,Kepler 186f,Cryostasis,36,NO,0,0,0,0,0,TRUE
2168-2,Gorice,Lacke,55-Cancri e,Gamma-0428-R,Kepler 186f,Normal,21,NO,2098.8,0,9810.9,0,128.7,FALSE
2169-1,Evaley,Gaineyerson,Earth,Kappa-0351-L,Kepler 186f,Normal,57,NO,0,0,0,1455.3,8632.8,*System Error*
2170-1,Marix,Josey,Earth,Gamma-0433-L,Kepler 186f,Normal,32,NO,0,455.4,287.1,831.6,6108.3,*System Error*
2171-1,Sergia,Camerrison,Earth,Gamma-0434-L,Kepler 186f,Normal,26,NO,3841.2,0,69.3,4049.1,0,FALSE
2171-2,Karene,Camerrison,Earth,Kappa-0352-L,Kepler 186f,Normal,43,NO,19.8,0,5454.9,55212.3,673.2,FALSE
2172-1,Belly,Barbes,Earth,Kappa-0348-R,Kepler 452b,Normal,24,NO,0,7662.6,0,0,0,TRUE
2173-1,Vina,Landolphrey,Earth,Kappa-0353-L,Kepler 452b,Cryostasis,28,NO,0,0,0,0,0,TRUE
2174-1,Karlie,Castannison,Earth,Gamma-0435-L,Kepler 442b,Normal,17,NO,0,9.9,0,188.1,8692.2,*System Error*
2175-1,Gabria,Callowery,Earth,Kappa-0349-R,Kepler 442b,Cryostasis,59,NO,0,0,0,0,0,TRUE
2176-1,Dia,Dotsonton,Earth,Kappa-0354-L,Kepler 452b,Cryostasis,30,NO,0,0,0,0,0,*System Error*
2177-1,Clech,Colle,55-Cancri e,Gamma-0436-L,Kepler 186f,Cryostasis,54,NO,0,0,0,0,0,TRUE
2178-1,Enry,Dotsonton,Earth,Kappa-0350-R,Kepler 186f,Normal,23,NO,108.9,3950.1,782.1,0,2940.3,*System Error*
2179-1,Eltaird,Dianket,Trapist 1e,Epsilon-0081-R,Kepler 186f,Normal,31,NO,4326.3,35491.5,0,44431.2,2781.9,FALSE
2180-1,Coreen,Masquez,Earth,Gamma-0429-R,Kepler 442b,Normal,26,NO,9.9,0,0,3148.2,2445.3,FALSE
2181-1,Josey,Buckentry,Earth,Gamma-0437-L,Kepler 186f,Normal,41,NO,0,0,0,5870.7,207.9,*System Error*
2182-1,Unukath,Tiouserful,Trapist 1e,Delta-0065-L,Kepler 186f,Normal,32,NO,455.4,19156.5,0,9850.5,12414.6,FALSE
2183-1,Cheeet,Ruity,55-Cancri e,Gamma-0430-R,Kepler 452b,Normal,47,NO,6009.3,0,405.9,3306.6,2484.9,FALSE
2183-2,Prish,Ruity,55-Cancri e,Gamma-0430-R,Kepler 186f,Normal,21,NO,9286.2,584.1,306.9,118.8,0,FALSE
2184-1,,,Trapist 1e,Epsilon-0082-R,Kepler 442b,Cryostasis,27,NO,0,0,0,0,0,*System Error*
2184-2,Ankabit,Coilling,Trapist 1e,Epsilon-0082-R,Kepler 186f,,44,NO,0,0,0,0,0,*System Error*
2185-1,Dirius,Catimod,Trapist 1e,Epsilon-0083-R,Kepler 442b,Cryostasis,39,NO,0,0,0,0,0,*System Error*
2186-1,Ivanne,Johnsby,Earth,Kappa-0351-R,Kepler 186f,Cryostasis,22,NO,0,0,0,0,0,FALSE
2187-1,Hary,Wiggson,Earth,Gamma-0438-L,Kepler 186f,Normal,31,NO,0,2336.4,0,11375.1,0,FALSE
2188-1,Ollip,Hopez,Earth,Gamma-0439-L,Kepler 442b,Normal,25,NO,0,4167.9,0,2049.3,623.7,FALSE
2189-1,Nelly,Cruzaley,Earth,Kappa-0355-L,Kepler 186f,,35,NO,0,0,0,6217.2,0,FALSE
2190-1,Allia,Barris,Earth,Gamma-0431-R,,Normal,22,NO,17325,0,4415.4,0,752.4,FALSE
2191-1,Barkix,Sidie,55-Cancri e,Gamma-0432-R,Kepler 186f,Cryostasis,50,NO,0,0,0,0,0,TRUE
2192-1,Verly,Estein,Earth,Kappa-0352-R,Kepler 452b,Normal,25,NO,2831.4,306.9,2059.2,2049.3,386.1,*System Error*
2193-1,Karlen,Singtons,Earth,Gamma-0440-L,Kepler 452b,Normal,26,NO,0,0,6128.1,0,693,FALSE
2194-1,Danie,Blacks,Earth,Kappa-0353-R,Kepler 186f,Cryostasis,44,NO,0,0,0,0,0,FALSE
2195-1,Naomie,Coleyanglas,Earth,Gamma-0441-L,Kepler 186f,Normal,28,NO,0,2772,1178.1,6395.4,49.5,TRUE
2196-1,Muonin,Veriedeezy,Trapist 1e,Delta-0066-L,Kepler 186f,Normal,48,NO,0,316.8,0,39867.3,14256,FALSE
2196-2,Zinonon,Veriedeezy,Trapist 1e,Delta-0066-L,Kepler 442b,Normal,28,NO,257.4,45411.3,0,1009.8,0,TRUE
2196-3,Genubi,Veriedeezy,Trapist 1e,Delta-0066-L,Kepler 186f,Cryostasis,39,NO,0,0,0,0,0,TRUE
2196-4,Alrairk,Veriedeezy,Trapist 1e,Delta-0066-L,Kepler 442b,Normal,44,NO,0,11682,0,26502.3,2801.7,FALSE
2197-1,Helean,Hermanapp,Earth,Kappa-0354-R,Kepler 442b,Normal,55,NO,128.7,5167.8,0,1356.3,9.9,*System Error*
2198-1,Joela,Franey,Earth,Zeta-0157-R,Kepler 442b,Normal,63,NO,0,6474.6,8929.8,0,673.2,TRUE
2199-1,Haryn,Mandez,Earth,,Kepler 442b,Normal,21,,0,49.5,5672.7,1227.6,0,*System Error*
2200-1,Grawk,Prit??,55-Cancri e,Gamma-0443-L,Kepler 186f,Normal,31,NO,14285.7,10969.2,465.3,0,0,FALSE
2201-1,Suhelik,Subateful,Trapist 1e,Alfa-0076-R,Kepler 442b,Normal,34,NO,0,19483.2,128.7,10404.9,0,TRUE
2202-1,Stmeal,Horte,55-Cancri e,Gamma-0444-L,Kepler 186f,Normal,52,NO,16542.9,0,168.3,0,0,FALSE
2203-1,Guanch,Boyst,55-Cancri e,Alfa-0077-R,Kepler 186f,Normal,44,NO,19988.1,0,5544,0,0,FALSE
2204-1,Taraid,Aillyber,Trapist 1e,Delta-0091-R,Kepler 442b,Cryostasis,27,NO,0,0,0,0,0,TRUE
2205-1,Brance,Vandan,Earth,Zeta-0158-R,Kepler 186f,Normal,33,NO,0,0,1851.3,5959.8,0,FALSE
2206-1,Elindy,Callowery,Earth,Gamma-0433-R,Kepler 452b,Normal,14,NO,0,138.6,8484.3,0,712.8,FALSE
2207-1,Andine,Hales,Earth,Kappa-0355-R,Kepler 186f,Normal,21,NO,5405.4,0,2257.2,0,0,FALSE
2208-1,Volath,Babre,55-Cancri e,Gamma-0445-L,Kepler 186f,Normal,25,NO,6860.7,0,7197.3,0,19.8,*System Error*
2209-1,,,Earth,Gamma-0434-R,Kepler 186f,Normal,31,NO,13424.4,198,0,128.7,0,FALSE
2210-1,Helly,Hestes,Earth,Kappa-0356-R,Kepler 186f,Cryostasis,18,NO,0,0,0,0,0,FALSE
2211-1,Amela,Hurles,Earth,Gamma-0435-R,Kepler 186f,Normal,17,NO,0,23235.3,0,3762,0,TRUE
2212-1,Ebonyd,Swanardy,Earth,Gamma-0446-L,Kepler 186f,Normal,52,NO,0,49.5,0,21483,0,FALSE
2213-1,Eloos,Panad,55-Cancri e,Zeta-0132-L,Kepler 186f,Normal,32,NO,14087.7,0,6791.4,0,0,*System Error*
2214-1,Therie,Marson,Earth,Zeta-0133-L,Kepler 186f,Normal,28,NO,0,6672.6,0,9414.9,0,*System Error*
2215-1,Pulchib,Quidedbolt,Trapist 1e,Beta-0028-R,Kepler 442b,Normal,42,VIP,0,295148.7,0,12444.3,59.4,TRUE
2215-2,,,Trapist 1e,Beta-0028-R,Kepler 186f,Normal,45,NO,19.8,22067.1,326.7,59.4,1960.2,TRUE
2215-3,Grafi,Quidedbolt,Trapist 1e,Beta-0028-R,Kepler 186f,Cryostasis,33,NO,0,0,0,0,0,TRUE
2215-4,Ranons,Ingent,Trapist 1e,Beta-0028-R,,Normal,38,NO,0,31739.4,0,6910.2,712.8,FALSE
2216-1,Felice,Guezaley,Earth,Gamma-0447-L,Kepler 452b,Normal,58,NO,0,5395.5,0,0,0,*System Error*
2217-1,Alexia,Brantcable,Trapist 1e,Lamda-0002-R,Kepler 186f,Normal,27,NO,1306.8,25502.4,0,20394,29.7,*System Error*
2218-1,Beathy,Ryanga,Earth,Zeta-0134-L,,Normal,16,NO,1653.3,0,5266.8,0,881.1,*System Error*
2219-1,Milda,Woodwin,Earth,,Kepler 442b,Cryostasis,19,NO,0,0,0,0,0,TRUE
2220-1,Ralda,Acobsond,Earth,Kappa-0358-R,Kepler 186f,Normal,49,NO,0,0,8712,0,19.8,TRUE
2221-1,Andrey,Fisherry,Earth,Kappa-0356-L,Kepler 452b,Cryostasis,31,NO,0,0,0,0,0,TRUE
2222-1,Ockies,Burie,55-Cancri e,Gamma-0448-L,Kepler 186f,Cryostasis,21,NO,0,0,0,0,0,*System Error*
2223-1,Glena,Vanglis,Earth,Kappa-0359-R,Kepler 186f,Normal,2,NO,0,851.4,0,2494.8,5643,FALSE
2224-1,Dessie,Polloantes,Earth,Gamma-0436-R,Kepler 186f,Normal,15,NO,0,5940,0,2019.6,0,TRUE
2225-1,Willey,Puckley,Earth,Kappa-0357-L,Kepler 452b,Cryostasis,26,NO,0,0,0,0,0,FALSE
2226-1,Garry,Owerson,Earth,Kappa-0358-L,Kepler 452b,,28,NO,1405.8,0,980.1,2296.8,0,*System Error*
2227-1,Eggers,Chen,55-Cancri e,Gamma-0437-R,Kepler 186f,Cryostasis,25,NO,0,0,0,0,0,*System Error*
2228-1,Basps,Rasty,55-Cancri e,Zeta-0159-R,Kepler 186f,Normal,65,NO,11602.8,0,9.9,0,0,FALSE
2229-1,Ianya,Norry,Earth,Gamma-0438-R,Kepler 186f,Normal,24,NO,475.2,3257.1,1801.8,257.4,1524.6,FALSE
2230-1,Sonard,Greenez,Earth,Kappa-0359-L,Kepler 186f,Cryostasis,8,NO,0,0,0,0,0,*System Error*
2231-1,Hon,Late,55-Cancri e,Zeta-0160-R,Kepler 186f,Normal,34,NO,19.8,4118.4,257.4,5049,0,FALSE
2232-1,Eriky,Dyers,Earth,Gamma-0439-R,Kepler 442b,Normal,33,NO,0,138.6,6642.9,9.9,29.7,FALSE
2232-2,Adrian,Dyers,Earth,Gamma-0439-R,Kepler 186f,Normal,25,NO,0,12078,0,1386,0,FALSE
2233-1,Nelle,Alfordonard,Earth,Kappa-0360-L,Kepler 186f,Normal,40,NO,89.1,178.2,0,19.8,8692.2,FALSE
2234-1,Newtch,Gen,55-Cancri e,Gamma-0449-L,Kepler 442b,Cryostasis,21,NO,0,0,0,0,0,TRUE
2234-2,Resers,Gread,55-Cancri e,Gamma-0449-L,Kepler 442b,Cryostasis,22,NO,0,0,0,0,0,TRUE
2234-3,Apench,Flit??,55-Cancri e,Zeta-0135-L,Kepler 186f,Normal,20,NO,0,0,0,0,0,FALSE
2234-4,Jet,Gen,55-Cancri e,Zeta-0135-L,Kepler 442b,Normal,21,NO,5464.8,79.2,13345.2,49.5,0,FALSE
2234-5,Burs,Flit??,55-Cancri e,Alfa-0067-L,Kepler 186f,Normal,32,NO,207.9,0,10206.9,0,0,FALSE
2234-6,Shood,Gen,55-Cancri e,Gamma-0449-L,Kepler 442b,Cryostasis,18,NO,0,0,0,0,0,TRUE
2234-7,Sumpid,Gread,55-Cancri e,Gamma-0449-L,Kepler 186f,,25,NO,25126.2,0,603.9,0,0,FALSE
2235-1,Elica,Tranciams,Earth,Gamma-0450-L,Kepler 186f,Normal,28,NO,2009.7,5336.1,0,0,0,FALSE
2236-1,Allie,Dicksons,Earth,Zeta-0161-R,,Normal,17,,0,4603.5,4890.6,0,178.2,*System Error*
2237-1,Skatik,Fushausive,Trapist 1e,Epsilon-0084-R,Kepler 442b,Normal,29,NO,0,1603.8,7335.9,36956.7,980.1,TRUE
2237-2,Ruchban,Fushausive,Trapist 1e,Epsilon-0084-R,Kepler 186f,Cryostasis,42,NO,0,0,0,0,0,TRUE
2238-1,Wasalm,Droning,Trapist 1e,Beta-0029-R,Kepler 442b,Cryostasis,27,NO,0,0,0,0,0,TRUE
